Liga Valle de Baloncesto,Eliminar,ligavallebaloncesto.sndcoldeportes.com,ligavallebaloncesto,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de BalonMano,Eliminar,ligavallebalonmano.sndcoldeportes.com,ligavallebalonmano,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Beisbol,Eliminar,ligavallebeisbol.sndcoldeportes.com,ligavallebeisbol,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Billar,Eliminar,ligavallebillar.sndcoldeportes.com,ligavallebillar,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Bolos,Eliminar,ligavallebolos.sndcoldeportes.com,ligavallebolos,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Boxeo,Eliminar,ligavalledeboxeo.sndcoldeportes.com,ligavalledeboxeo,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Canotaje,Eliminar,ligavallecanotaje.sndcoldeportes.com,ligavallecanotaje,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Discapacidad Mental,Eliminar,ligavallediscapacidad.sndcoldeportes.com,ligavallediscapacidad,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Esgrima,Eliminar,ligavalleesgrima.sndcoldeportes.com,ligavalleesgrima,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Fisicoculturismo,Eliminar,ligavallefisicoculturismo.sndcoldeportes.com,ligavallefisicoculturismo,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Futbol,Eliminar,ligavallefutbol.sndcoldeportes.com,ligavallefutbol,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Gimnasia,Eliminar,ligavallegimnasia.sndcoldeportes.com,ligavallegimnasia,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Judo,Eliminar,ligavallejudo.sndcoldeportes.com,ligavallejudo,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Limitados Fisicos,Eliminar,ligavallelimitadosfisicos.sndcoldeportes.com,ligavallelimitadosfisicos,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Limitados Visuales,Eliminar,ligavallelimitadosvisuales.sndcoldeportes.com,ligavallelimitadosvisuales,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Lucha,Eliminar,ligavallelucha.sndcoldeportes.com,ligavallelucha,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Sambo,Eliminar,ligavallesambo.sndcoldeportes.com,ligavallesambo,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Taekwondo,Eliminar,ligavalletaekwondo.sndcoldeportes.com,ligavalletaekwondo,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Tejo,Eliminar,ligavalletejo.sndcoldeportes.com,ligavalletejo,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Tenis de mesa,Eliminar,ligavalletenismesa.sndcoldeportes.com,ligavalletenismesa,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Tiro con Arco,Eliminar,ligavalletiroarco.sndcoldeportes.com,ligavalletiroarco,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Tiro y Caza,Eliminar,ligavalletiroycaza.sndcoldeportes.com,ligavalletiroycaza,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle de Voleibol,Eliminar,ligavallevoleibol.sndcoldeportes.com,ligavallevoleibol,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Liga Valle Hapkido,Eliminar,ligavallehapkido.sndcoldeportes.com,ligavallehapkido,Liga,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Limitados visuales,Eliminar,fedelimitadosvisuales.sndcoldeportes.com,fedelimitadosvisuales,Federación Paralimpica,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Los Centauros de Jamundi,Eliminar,clubcentaurosjamundi.sndcoldeportes.com,clubcentaurosjamundi,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
LOS DRAGONES,Eliminar,clubtenismesadragones.sndcoldeportes.com,clubtenismesadragones,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Los guaduales,Eliminar,clublosguaduales.sndcoldeportes.com,clublosguaduales,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Los guaduales,Eliminar,clubfutguaduales.sndcoldeportes.com,clubfutguaduales,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
L´ESCRIME CLUB,Eliminar,clubesgrimalescrimeclub.sndcoldeportes.com,clubesgrimalescrimeclub,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
MELLOS TT,Eliminar,clubtenismesamellostt.sndcoldeportes.com,clubtenismesamellostt,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Menga sport,Eliminar,clubfutmenga.sndcoldeportes.com,clubfutmenga,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
NITTAKU,Eliminar,clubtenismesanittaku.sndcoldeportes.com,clubtenismesanittaku,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Nuevos horizontes,Eliminar,clubnuevoshorizontes.sndcoldeportes.com,clubnuevoshorizontes,Club Paralimpico,Centros de Acondicionamiento Físico                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Paralisis cerebral,Eliminar,fedeparalisiscerebral.sndcoldeportes.com,fedeparalisiscerebral,Federación Paralimpica,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Pilates Functional Gym,Eliminar,cafpilatesfunctional.sndcoldeportes.com,cafpilatesfunctional,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
PORTHOS,Eliminar,clubesgrimaporthos.sndcoldeportes.com,clubesgrimaporthos,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Power Body / Brisas de los Alamos,Eliminar,cafpowerbody.sndcoldeportes.com,cafpowerbody,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
PROCER,Eliminar,clubprocer.sndcoldeportes.com,clubprocer,Club Paralimpico,Centros de Acondicionamiento Físico                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Prueba - Eliminar,Eliminar,ligatejo.sndcoldeportes.com,ligatejo,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Real Horizonte,Eliminar,clubfutrealh.sndcoldeportes.com,clubfutrealh,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Renacer de montebello,Eliminar,clubrenacermontebello.sndcoldeportes.com,clubrenacermontebello,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Rither play,Eliminar,clubfutrither.sndcoldeportes.com,clubfutrither,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Salmones Valle,Eliminar,clubsalmonesvalle.sndcoldeportes.com,clubsalmonesvalle,Club Paralimpico,Centros de Acondicionamiento Físico                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
SANTIAGUINOS TM,Eliminar,clubtenismesasantiaguinos.sndcoldeportes.com,clubtenismesasantiaguinos,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Semillas,Eliminar,semillas.sndcoldeportes.com,semillas,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Skaters,Eliminar,skaters.sndcoldeportes.com,skaters,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Sordos,Eliminar,fedesordos.sndcoldeportes.com,fedesordos,Federación Paralimpica,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Speed riders,Eliminar,clubspeedriders.sndcoldeportes.com,clubspeedriders,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Stars Bright,Eliminar,starsbright.sndcoldeportes.com,starsbright,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
TABLE TABLE TENNIS,Eliminar,clubtabletabletennis.sndcoldeportes.com,clubtabletabletennis,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
TAEKWONDO CALI,Eliminar,clubtaekwondocali.sndcoldeportes.com,clubtaekwondocali,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Talanga,Eliminar,clubtejotalanga.sndcoldeportes.com,clubtejotalanga,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Talentos del Valle,Eliminar,talentosvalle.sndcoldeportes.com,talentosvalle,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Tayrona,Eliminar,tayrona.sndcoldeportes.com,tayrona,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Thomas gym,Eliminar,cafthomasgym.sndcoldeportes.com,cafthomasgym,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Tiempo de juego,Eliminar,clubfuttiempoj.sndcoldeportes.com,clubfuttiempoj,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Titanes del Valle,Eliminar,titanesvalle.sndcoldeportes.com,titanesvalle,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
TRAINING POINT,Eliminar,clubboxeopoint.sndcoldeportes.com,clubboxeopoint,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
TSP,Eliminar,clubtenismesatsp.sndcoldeportes.com,clubtenismesatsp,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
united Sport,Eliminar,clubunitedsoport.sndcoldeportes.com,clubunitedsoport,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
